Last Name,First Name,Country,Occupation,Event ID 1,Event ID 1 Citations ,Event ID 2,Event ID 2 Citations,Event ID 3,Event ID 3 Citations,Event ID 4,Event ID 4 Citations,Event ID 5,Event ID 5 Citations ,Event ID 6,Event ID 6 Ciation,Event ID 7,Event ID 7 Citation
Crawfurd,Helen,United Kingdom,Workers International Relief,WAC,"""League Against Colonial Oppression"" booklet",2LAI,"Ellison, ""The League Against Imperialism (British Section)"" 17",,,,,,,,,,
Creech-Jones,Arthur,United Kingdom,Politican; future Sec. of State for the Colonies in Labour gov't,ConfLCP,"Geiss, The Pan African Movement, 387",ConfAP,https://seancreighton1947.wordpress.com/2015/07/02/the-conference-of-african-peoples-1939-in-julys-history-today/,,,,,,,,,,
Creighton,Mandell,United Kingdom,Bishop of London,1PanConf,"Peter Fryer in Staying Power: The History of Black People in Britain(Pluto Press, 1984)",,,,,,,,,,,,
Crinchlow,Hubert H.,British Guiana,,PAF,"Geiss, The Pan-African Movement, 390",,,,,,,,,,,,
Cripps,Sir Stafford,United Kingdom,Politician,ConfAP,https://seancreighton1947.wordpress.com/2015/07/02/the-conference-of-african-peoples-1939-in-julys-history-today/,,,,,,,,,,,,
Crosbie,Paul,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Cross,Prof. Ephraim,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Crosscup,Richard,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Cruz,Manuel,Phillipines,,1AAWConf,,,,,,,,,,,,,
Cumberbatch,N.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Curtis,"""Mrs.""",,,1PanCong,A Session of the Pan-African Congress,,,,,,,,,,,,
d'Andrade,,Portuguese colonies,,1PanCong,The Pan-African Congress: A Report,,,,,,,,,,,,
DadiÃ©,Bernard,Ivory Coast,,1IntBW,UNESCO 192,,,,,,,,,,,,
Dale,Thelma,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Damdinsuren,Tsendiin,Mongolia,Writer; Editor; Politician,1AAWConf,,,,,,,,,,,,,
Damluji,Faisal,Iraq,Head of the Commercial Section,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Damodaran,N. K.,India,Writer (Malayalam),1AAWConf,,,,,,,,,,,,,
Damz,N. ,Benin,,1IntBW,UNESCO 192; Babacar 992,,,,,,,,,,,,
DanaÃ©,Narcisse,Guadeloupe,representative of ComitÃ© de DÃ©fense de la Race NÃ¨gre,WAC,"Adi, ""Pan-Africanism"" 197",,,,,,,,,,,,
Danquah,J.B.,Ghana,founder of United Gold Coast Convention,5PanCong,The End of White World Supremacy: Black Internationalism and the Problem of ... (228),,,,,,,,,,,,
Daoudy,Adib,Syria,"Director, Palestine Arab Refugees Institution",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Darsono,Raden,,,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Davi,Hadi,Afghanistan,Poet; Politician; Diplomat; Envoy Extraordinary and Minister Plenipotentiary to Indonesia,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Davies,Blodwen,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Davies,H. O. ,Nigeria,federal minister; acting warden of WASU hostel in London,5PanCong,"Geiss, The Pan-African Movement, 401",,,,,,,,,,,,
Davies,S. O. ,United Kingdom,Miners federation,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Davis,Benj. J. Jr. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Davis,John A. ,United States,,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Davis,Malcolm W.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
de Andrade,Inario,Angola,Poet; later founder of Angola's Communist Party,1AAWConf,Djagalov,,,,,,,,,,,,
de Keermacker,Josef,Belgium,communist; KIM,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
de la Plaza,Salvador,Venezuela,All-America Anti-Imperialist League,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
de Rival,Moune,Guadeloupe,,1IntBW,UNESCO 192,,,,,,,,,,,,
de Soyza,Gunasena,Sri Lanka,"Permanent Secretary, Ministry of Defence and External Affairs",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Dean,Harry,,Captain,1PanConf,"Adi, Pan-Africanism 79",,,,,,,,,,,,
Dean,Rev. Elmer,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Delanang,Miguel Francis,Ethiopia,Secretary to the Ministry of Recruitment and Training,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Delanang,Miguel Francis,Ghana,Secretary to the Ministry of Recruitment and Training,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Delaney,Hubert T.,,council member,ConfA,"Geiss, The Pan-African Movement, 382",,,,,,,,,,,,
Delman,Minna,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Dennis,James B. ,Liberia,Methodist church official,AAConfBandung,,,,,,,,,,,,,
Dent,Rev. Boise S.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Depestre,RenÃ©,Haiti,,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Deressa,Yilma,Ethiopia,Chairman of Ethiopia's Delegation to the United Nations,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Dhamavara,,Cambodia,Counsellor,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Dia,Mamadou,Senegal,,1IntBW,UNESCO 192,,,,,,,,,,,,
Diagne,Blais,Senegal and France,deputy for Senegal in Paris,1PanCong,Geiss The Pan-African Movement 235,,,,,,,,,,,,
Diallo,Abdoulaye,,Secretary General,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Diallo,Modibo,Mali,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Diarpari,S. ,Indonesia,"Head, Adminstrative and Executive Council",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Dickerson,Addie,United States,teacher,4PanCong,https://www.freedomarchives.org/Documents/Finder/Black%20Liberation%20Disk/Black%20Power%21/SugahData/Essays/Logan.S.pdf,,,,,,,,,,,,
Dickerson,Earl B.,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Dimitrov,Georgi,Bulgaria,European communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Dingle ,Annie M. ,United States,,4PanCong,UMASS,,,,,,,,,,,,
Diop,Alioune,Senegal,,1IntBW,The 1st International Conference of Negro Writers and Artists,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Diop,Cheikh Anta,Senegal,"historian, politician, physicist, linguist, anthropologist",1IntBW,Adi & Sherwood Pan-African History 41; The 1st International Conference of Negro Writers and Artists,2IntBW,Adi & Sherwood Pan-African History 24,,,,,,,,,,
Diop,David,Senegal,,1IntBW,UNESCO 192,,,,,,,,,,,,
Diop,Majhemdut,Senegal,Writer; Activist,1AAWConf,,,,,,,,,,,,,
Diop,Thomas,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Diop,YandÃ© Christiane,Senegal,later Director of Presence Africaine Press,1IntBW,UNESCO 192,,,,,,,,,,,,
Djiwapradja,Dodong,Indonesia,Poet (Javanese),1AAWConf,,,,,,,,,,,,,
Djuanda,,Indonesia,Politician; later Prime Minister,AAConfBandung,,,,,,,,,,,,,
Dogbe,August,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Dorato,M. Mario,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
dos Santos,Marcelino,Mozambique,Poet; Politician,1AAWConf,Djagalov,1IntBW,UNESCO 192,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,
Dossa,Pragji,India,Playwright (Gujarat),1AAWConf,,,,,,,,,,,,,
Dove,G.W.,Sierra Leone,Councillor,1PanConf,Hooker 21,,,,,,,,,,,,
Dover,Cedric,India,Sociologist,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Downing,Henry Francis (alternate Henry R),United States,"Sailor, politician & writer",1PanConf,"Tony Martin, Pan-African Connection: From Slavery to Garvey and Beyond (Dover: Majority Press, 1985), p. 207; Geiss ""the pan-African Movement"" p. 182 names ""Henry R. Downing"" ex-consul in Luanda (Angola)",,,,,,,,,,,,
Drake,St. Clair,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Du Bois,Shirley Graham,United States,Writer,1AAWConf,,4PanCong,Geiss The Pan-African Movement,,,,,,,,,,
Du Bois,W.E.B. ,United States,Writer; Professional Unidentified Delegate; Intellectual,1AAWConf,,1PanConf,"Tony Martin, Pan-African Connection: From Slavery to Garvey and Beyond (Dover: Majority Press, 1985), p. 207; Hooker 21; Schneer 182",1URCong,Geiss The Pan-African Movement 216,1PanCong,Geiss The Pan-African Movement 234,3PanCong,Geiss The Pan-African Movement  251,4PanCong,Geiss The Pan-African Movement,5PanCong,Roderick Bush
Duchesne,Madame,France,Women's International League for Peace,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Dukuly,Momolu,Liberia,,AAConfBandung,,,,,,,,,,,,,
DÃ_nner,Josef,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Dutilleul,,France,secretary of the Workers Int. Relief,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Dutt,Rajani Palme,Belgium/India,Workers' Welfare League of India,2LAI,"International Communism and Transnational Solidarity, 239; Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 323",,,,,,,,,,,,
Dutt,Subimal,India,Politician,AAConfBandung,,,,,,,,,,,,,
Easmon,Kathleen ,Ghana,Activist,3PanCong,"Anderson, 72",,,,,,,,,,,,
Einstein,Albert,Germany,Physicist,WAC,"Adi, Pan-Africanism 197; Makalani, ""An Incessant Struggle"" 187",2LAI,"BrÃ_ckenhaus, Policing Transnational Protest, 154",,,,,,,,,,
Ekollo,Thomas,Cameroon,Pastor; Inteleectual,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
El,Sayed Ismail,Sudan,Prime Minister,AAConfBandung,,,,,,,,,,,,,
El Bitar,Mohammaed Salaheddine,Syria,Member of Parliament,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
El Kuzabri,Mamoun,Syria,Minister for Justice,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
el-Azm,Khaled,Syria,Politician,AAConfBandung,,,,,,,,,,,,,
El-Erian,Abdallah,Egypt,"Lecturer, Cairo University",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
El-Huseyni,Seyyid Ali Yahya,Yemen,,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
El-Huseyni,Seyyid Tharick,Yemen,,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
El-Husseini,Amin,Yemen,Grand Mufti of Jerusalem,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
el-Kazale,Faker,Syria,Government minister,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Elbakoury,Mohamed Abdel,Egypt,Government minister,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Elias,,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Emir Aslan Ashar Ghassemlou,Ghassemlou,Iran,Ministry of Foreign Affairs,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Enwonwu,Ben,Nigeria,Sculptor; Painter; Art Adviser to Nigerian government,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Eralp,Orhan,Turkey,Diplomat,AAConfBandung,,,,,,,,,,,,,
Erzberger,Matthias,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Eucken,Rudolf,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Fabunmi,L. A. ,Nigeria,,1IntBW,UNESCO 192; Babacar 992,,,,,,,,,,,,
Faiz,Faiz Ahmed,Pakistan,Poet,1AAWConf,Djagalov,,,,,,,,,,,,
Falcon,CÃ©sar,Puerto Rico,National Federaqtion of Youth,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Fanon,Frantz,Martinique,Psychiatrist; Political theorist,1IntBW,Adi & Sherwood Pan-African History 22,2IntBW,Second Congress of Negro Writers and Artists,AAPC,Adi & Sherwood Pan-African History 66,2AAPC,Adi & Sherwood 66,,,,,,
Fauset,Jessie R.,United States,author,4PanCong,"Geiss, The Pan-African Movement",,,,,,,,,,,,
Fawzy,Mahmoud,Egypt,Ministry of Foreign Affairs,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Fenderson,Mrs. Grace B.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Fereydoune,Adamiyat,Iran,"Chief, U.N. Department",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Ferguson,"Aitken ""Neptun""",,European communist; CGTU,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
FÃ©rnandez Sanchez,Leonardo,Cuba,All-America Anti-Imperialist League,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Feuchtwanger,Leon,,non-communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Field,Edith C.,United States,Treasurer,ConfA,"Geiss, The Pan-African Movement, 382",,,,,,,,,,,,
Figueroa,Diaz,Mexico,Mexican Students Federation,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Fimmen,"Eduard ""Edo""",Holland/Mexico,General Secretary International Transport Workers Federation Holland; Mexican Confederation of Labor,WAC,"""League Against Colonial Oppression"" booklet",2LAI,"Petersson ""We Are Neither Visionaries Nor Utopian Dreamers"" 322",,,,,,,,,,
Finger,Mary E.,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Firmin,AntÃ©nor,,,1URCong,"Adi, Pan-Africanism 90",,,,,,,,,,,,
Fitzroy Valentine Pinto Jayawardena,,Sri Lanka,Politician,AAConfBandung,,,,,,,,,,,,,
Fletcher,John P,,Friends' Service Council; Society of Friends,ConfLCP,"Geiss, The Pan African Movement, 387",TNITWT,https://www.newspapers.com/clip/77149/negro-in-the-world-today-lcp-conference/,,,,,,,,,,
Flieg,Leopold,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Fonaine,William,United States,Professor of Philosophy,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Fonlon,Bernard,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Fontaine,W. T. ,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Ford,James W. ,United States/Soveit Union,Black Communist,2LAI,"Makalani, In the Cause of Freedom 2; Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 324",,,,,,,,,,,,
Fotouhi,Ali,Iran,Diplomat,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Fournier,Albert,France,member of the Chamber of Deputies/member of Paris City Council,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Frazier,E. Franklin,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Fredericks,M. Edmund Fitzgerald,Sierra Leone,lawyer,1PanCong,Geiss The Pan-African Movement 235,,,,,,,,,,,,
French,C.W.,St. Kitt's,,1PanConf,Hooker 21; Schneer 182,,,,,,,,,,,,
Fuentebella,Jose,Philippines,Politician; Diplomat,AAConfBandung,,,,,,,,,,,,,
Fujiyama,Aiichiro,Japan,Businessman,AAConfBandung,,,,,,,,,,,,,
Galal,Mohamed,UAR,,3AAPC,https://www.cia.gov/library/readingroom/docs/CIA-RDP78-00915R001300320009-3.pdf,,,,,,,,,,,,
Garvey,Amy Ashwood,Jamaica,activist,5PanCong,"Geiss, The Pan-African Movement, 401",ConfA,"Geiss, The Pan-African Movement, 382",,,,,,,,,,
Gatot,R. ,Dutch East Indies,Perhimpounan Indonesia,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Ge,Baoquan,China,,1AAWConf,,,,,,,,,,,,,
George,Daisy,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
George McTurnan Kahin,,United States,Historian; Political Scientist,AAConfBandung,,,,,,,,,,,,,
Gerard,Georges,,attorney,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Ghavam,Mohammad,Iran,Politician; Government Minister,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Ghousalizo,Mohammad,Afghanistan,"Director, Section of Banks, Ministry of Finance",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Giafferi,Moro,France,attorney,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Gibbons,B. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Gide,Andre,France,Man of Lettres,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Glissant,Ã‰douard,Martinique,,1IntBW,UNESCO 192,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Goldschmidt,Alfonse,Germany,professor,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
GÃ_mez,Manuel,United States,All-America Anti-Imperialist League,WAC,"Makalani, In the Cause of Freedom, 139",,,,,,,,,,,,
Goode,,United Kingdom,professor,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Gordon,Eugene,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Goris,Dr. Jan Albert,Belgium,Commissioner of Information,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Gorki,Maxim,,,2LAI,"BrÃ_ckenhaus, Policing Transnational Protest, 154",,,,,,,,,,,,
Goshal,Kumar,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Greenidge,C. W. W. ,Barbados,,ConfLCP,"Geiss, The Pan African Movement, 387",,,,,,,,,,,,
Grey,Chester,United States,American Red Cross,PAF,"Geiss, The Pan-African Movement, 390",,,,,,,,,,,,
Grossilliere,,Martinque,Deputy from Martinique,1PanCong,A Session of the Pan-African Congress,,,,,,,,,,,,
Gul Pacha Ulfat,,Afghanistan,,1AAWConf,,,,,,,,,,,,,
Gulam Rabbani Taban,,India,Poet (Urdu) ,1AAWConf,,,,,,,,,,,,,
Gumede,Josiah Tshangan,South Africa,politican; representative of CPSA; president of African National Congress/Natal Native Congress,WAC,"Adi, Pan-Africanism 198; Makalani, ""An Incessant Struggle"" 187; ""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Gupta,Mrs. ,India,,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Gupta,Shiva,India,Congressman; representative for INC,2LAI,"The Internationalist Moment: South Asia, Worlds, and World Views 1917â€“39; International Communism and Transnational Solidarity, 239; Petersson ""We Are Neither Visionaries Nor Utopian Dreamers,"" 322",,,,,,,,,,,,
Ha Van an,,Vietnam,,AAConfBandung,,,,,,,,,,,,,
Habib Ibrahim Rahimtoola,,Pakistan,Governor of Punjab; Diplomat,AAConfBandung,,,,,,,,,,,,,
Hadinoto,Sujono,Indonesia,,AAConfBandung,,,,,,,,,,,,,
Hadj,Messali,France,founder of L'Ã‰toile Nord Africaine,WAC,"Adi, Pan-Africanism 197; Makalani, ""An Incessant Struggle"" 187",,,,,,,,,,,,
Haeckel,Ernst,Germany,,1URCong,Geiss The Pan-African Movement 216,,,,,,,,,,,,
Hakim,Lukman,Indonesia,"Director, Bank Indonesia",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Haldar,Gopal,Bangladesh,Linguist; Writer; Politican,1AAWConf,,,,,,,,,,,,,
Haliq,Omar,Saudi Arabia,Alternative Representative,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hama,B. ,Niger  ,,1IntBW,UNESCO 192,,,,,,,,,,,,
Hamid,K. A. ,India,Indian Federation of Central Europe,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Hamilton,A.R.,Jamaica,Lawyer,1PanConf,Geiss The Pan-African Movement 183; Walters 254,,,,,,,,,,,,
Hammond,Jamison,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Hammond,John,,council member,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
HampatÃ©,B. A. ,,,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,,,
Han Sul Ya,,Korea,,1AAWConf,,,,,,,,,,,,,
Hanfu,Zhang,China,Diplomat; Vice Minister for Foreign Affairs,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hanifah,Abu,Indonesia,Diplomat ,AAConfBandung,,,,,,,,,,,,,
Hansberry,Leo W.,United States,historian,4PanCong,"Geiss, The Pan-African Movement",,,,,,,,,,,,
Hapate Ba,Amadou,Mali,Writer; Storyteller; Historian; Islamic theologian,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Hardjadinata,Sanusi,Indonesia,"Governor, Province of West Java",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Harris,Ada,United States,,1PanConf,Geiss The Pan-African Movement 182,,,,,,,,,,,,
Harris,George W. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Haskell,James,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Hassouna,Mohamed Abdel,Egypt,Ambassador; Secretary General of the Arab League,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hatta,Mohammad,Indochina/Dutch East Indies,Perhimpounan Indonesia,WAC,"Makalani, In the Cause of Freedom, 137; ""League Against Colonial Oppression"" booklet",2LAI,"Petersson ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,
Hau,Dschau,China,Chines IRH section,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Haya de la Torre,Victor R. ,Peru,Students Federation/Unionist Party,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Hayford,Mrs. Casely,United States,,4PanCong,"Geiss, The Pan-African Movement",,,,,,,,,,,,
Hazoume,Paul,Benin,Novelist; Diplomat,1IntBW,The 1st International Conference of Negro Writers and Artists,,,,,,,,,,,,
Heckert,Fritz,Germany,communist,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Heine-Geldern,Maria,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Henderson,Rev. R. C. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Herclet,,,European communist; CGTU,2LAI,"Petersson, ""We Are Neither Visionaries Nor Utopian Dreamers""",,,,,,,,,,,,
Herskovits,Melville J.,United States,anthropologist,4Pancong,"Geiss, The Pan-African Movement",,,,,,,,,,,,
Hien,Phan,Vietnam,Official of Ministry of Foreign Affairs,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hiep,Tran Thanh,Vietnam,"President, Sudents Association",AAConfBandung,,,,,,,,,,,,,
Hikmet,Nazim,Turkey,Poet; Playwright; Novelist; Screenwriter; Director; Memoirist,1AAWConf,"Djagalov; Liu,163",,,,,,,,,,,,
Hill,Kenneth,Jamaica,activist,5PanCong,"Geiss, The Pan-African Movement, 406",PAF,"Geiss, The Pan-African Movement 390",,,,,,,,,,
Hiller,Dr. Kurt,Germany,writer & publicist,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Hilli,Hashim,Iraq,Diplomat; Government minister,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hinden,Rita,,Fabian Society's Colonial Bureau,ConfLCP,"Geiss, The Pan African Movement, 387",,,,,,,,,,,,
Hla,U,Myanmar,,AAConfBandung,,,,,,,,,,,,,
Hla Maung,U,Myanmar,Ambassador to China,AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hlaing,U Aye,Ethiopia,"Lecturer, University of Ranggon",AAConfBandung,Seperempat Abad,,,,,,,,,,,,
Hlubi,Marko,South Africa,Writer,5PanCong,"Geiss, The Pan-African Movement, 406",,,,,,,,,,,,
Hoang Minh Giam,,Vietnam,Diplomat,AAConfBandung,,,,,,,,,,,,,
Hoang Van Duc,,Vietnam,,AAConfBandung,,,,,,,,,,,,,
Hobson,John,,,1URCong,Geiss The Pan-African Movement 217,,,,,,,,,,,,
Holitacher,Arthur,Germany,writer & publicist,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Holmes,Eugene C. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Holness,John  ,Jamaica,,1IntBW,UNESCO 192,2IntBW,Second Congress of Negro Writers and Artists,,,,,,,,,,
Hope,John,United States,President of Morehouse College,1PanCong,Adejumobi; Contee 24,,,,,,,,,,,,
Hoppstock-Hutt,Frau Magda,Germany,Women's League for Peace,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Horn,Dr. Max,Belgian Congo,Counsellor,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Houghton,Bernard,United Kingdom,,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Houmpheng Bo Dhivam,,Laos,Diplomat,AAConfBandung,,,,,,,,,,,,,
Hsieh,Y. S. ,China,Kuo Min Tang Party of China in Europe,WAC,"""League Against Colonial Oppression"" booklet",,,,,,,,,,,,
Huang,Hua,China,Director of the Department of Western European & African Affairs of the Minisry of Foreign Affairs,AAConfBandung,"""Regarding the Composition""; Seperempat Abad 49",,,,,,,,,,,,
Huang,Hua,Myanmar,Director of the Department of Western European & African Affairs of the Ministry of Foriegn Affairs,AAConfBandung,Seperamat 49,,,,,,,,,,,,
Huang,Zhen,China,Ambassador to Indonesia,AAConfBandung,"""Regarding the Composition""; ""Journal Entry of Ambassador Zhukov: Breakfast with Huang Zhen""; ""Cable from Zhang Hanfu, 'Second Daily Report on the Activities of the Delegation'""; Seperempat Abad 50",,,,,,,,,,,,
Huiswoud,Otto,Suriname; United States,activist,TNITWT,"Weiss 625, van Enckevort 13",4PanCong,"Adi, Pan-Africanism 177",,,,,,,,,,
Hungerford,Dr. ,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
Hunt,Ida Gibbs,United States,consulate at St. Etienne; advocate,1PanCong,Geiss The Pan-African Movement 238,3PanCong,"Geiss, The Pan-African Movement 251",4PanCong,Geiss The Pan-African Movement,,,,,,,,
Hunton,Addie,United States,Author; Founder of the International Council of Women of the Darker Races of the World,1PanCong,"Adejumobi; Contee 24; Adi, Pan-Africanism 141",,,,,,,,,,,,
Hunton,Mrs. A. W.,United States,president of The Circle of Peace,4PanCong,"Geiss, The Pan-African Movement",,,,,,,,,,,,
Hunton,Mrs. Dorothy,,participant,ConfA,"""Proceedings of the Conference on Africa"" pamphlet",,,,,,,,,,,,
